but_cluthers
Id;Title;Description;CreatedAt;source;Sentiment;Categories
1952;De bon conseil et agréable;De bon conseil et agréable Ce qui est dommage c'est le manque de produits disponibles à l'enlèvement immédiat.Le point retrait est pas propre et demande un rafraîchissement et le temps d'attente un peu long;2025-02-24 15:41:47;trustpilot;3.89;Expérience en magasin, Expérience e-commerce
1953;But Arnaque;But ne respecte pas le client.Ayant un problème sur un matériel sous garantie , mettant en œuvre cette garantiePlusieurs surprisesDélégation des garanties gérées par une plate-forme forme.À force d’insistance on vous fait faire après avoir vérifié votre achat…vous devez faire une vidéo de votre matériel , si vous n’avez pas de moyens DOMMAGE!!!Après silence puis on vous demande le numéro collé à l’arrière sur la cuisiniere encastrée!! BingoVous sortez votre cuisinière encastrée vous faites une  photo , vous l’envoyez! Bravo vous ne serez pas rappelé!Vous insistez ? Il faut pas abuser Donc cotre insistance vous n permet d’apprendre que ce n’est pas garanti!Pourquoi? Faux pas abuser conclusion de.  But on l’a sure ment écœuré ! IlVa abandonner ! Hé non! OnVa pas vous lâcher jusqu’à obtenir gain de cause.;2025-02-24 15:41:47;trustpilot;2.65;Service et SAV
1954;achat il y a moins de 2 ans suite a un…;achat il y a moins de 2 ans suite a un feux a la maison 2 machines a laver AYA un sèche linge AYA et un frigo AYA plus une gazinière AYA. A se jour les 2 lave linge fonctionne mais le linge toujours froissée jamais eu sa avec les autres machines a linge et le frigo qui décorne a font a cause du thermostat qui s enclenche pas tout le temps (donc oblige de surveiller et de remonter le thermostat a font pour réenclencher ) le 23 janvier je préviens but qui me fixe rdv que le 24 février et après le passage se 24 février l ouvrier me dit qu il est juste venu voir le model de frigo pour commander le thermostat (comme si sur la facture il y avait pas le model de frigo que j ai acheté !!!) me dit en suite qui va commander la pièce et qu' il me contactera après pour fixer une date pour changer !!!! une vrais misère la SAV a fuir BUT !!!!! encore un mois de plus a attendre c est une honte de faire sa a ses clients , je ne recommanderai pas BUT , même au contraire des que j aurai l occasion je dissuaderai les personnes de i aller .;2025-02-24 15:41:47;trustpilot;1.48;Montage et installation, Qualité produit, Service et SAV
1955;Pratique commerciale trompeuse;Pratique commerciale trompeuse. D'abord c'est indiqué un certain prix pour un article, avec un prix barré. Je l'ajoute à mon panier, je vois la valeur du prix barré dans mon panier et non le prix actuel. Je retourne sur l'article et je vois toujours le prix actuel. Bon je me dis que la réduction s'applique peut être plus tard, je créé mon compte et toujours le prix barré donc je comprend pas, je retourne sur l'article et là, comme par hasard, après avoir créé mon compte, la réduction a disparue et le prix est donc bien l'ancien prix, celui qui était barré... bref ils prennent les gens pour des jambons.;2025-02-24 15:41:47;trustpilot;1.84;Financement et promotions, Expérience e-commerce
1956;Achat d’un lave vaisselle signature…;Achat d’un lave vaisselle signature modèle SLVI14C42 sur les conseils d’un vendeur après 1 an d’utilisation, lave très mal toujours des dépôts dans les verres, assiettes malgré un nettoyage régulier du filtre. Produit vraiment très moyen vu le prix.;2025-02-24 15:41:47;trustpilot;2.19;Qualité produit
1957;J'ai eu besoin du SAV du market place…;J'ai eu besoin du SAV du market place but et franchement je dis un grand merci pour leur réactivité et leur efficacité, ça fait plaisir d'être prise en considération tout de suite 😊;2025-02-25 15:41:47;trustpilot;8.31;Expérience e-commerce, Service et SAV
1958;Directeur but bayonne à l écoute;Directeur but bayonne à l écoute, réactif,et professionnel. Je recommande .Tres Bonne personne Merci;2025-02-25 15:41:47;trustpilot;8.87;Expérience en magasin
1959;J'ai commandé une table a manger reçu…;J'ai commandé une table a manger reçu le 26 février 2025 imontable et Défectueux les visses ne rentrent pas ça tient pas inacceptable;2025-02-26 15:41:47;trustpilot;0.81;Service et SAV, Qualité produit, Montage et installation
1960;Très bien..Personnel sympathique et…;Très bien..Personnel sympathique et compétent.. Quand j ai été recuper mon matelas le jeune homme me l'a porté jusqu'au camion la mis dedans gentiment..Les vendeurs en magasin avant mon achat ont été de très bons conseils,mon fait essayer plusieurs matelas pour être sur de mon achat...J' ai jamais été déçu par le personnel de ce magasin... Merci !!;2025-02-26 15:41:47;trustpilot;9.4;Expérience en magasin
1961;Vérins lit coffre  défectueux;Vérins lit coffre  défectueux, j'ai dû relancer plusieurs fois. Pour que le SAV interviennent 2 mois d'attente est finalement j'ai eue satisfaction,les vérins ont été changé. Le coffre du lit tient à la verticale sans pied de parasol .👍Les deux livreurs était très efficace, est très aimable. 👌👌;2025-02-26 15:41:48;trustpilot;5.87;Montage et installation, Service et SAV, Expérience en magasin, Qualité produit
1962;BUT C'est pas le but à fuir...;Nous avons acheter une machine à laver indesit il y a 8 mois. Celle ci fonctionne quand elle a envie. Nous avons contacté le SAV une vingtaine d'appel nous avons fini par avoir une personne (que l'on a rappelé 6 fois coupure de communication) à qui nous avons envoyé les codes de la machine depuis plus rien.. Client depuis de longue année c'est fini nous ne rachetons plus rien chez BUT.. SAV INEXSISTANT ET NON COMPETENT;2025-02-27 15:41:48;trustpilot;2.44;Service et SAV, Qualité produit
1963;Impayé 2eme Relance BUT LUCON;Apres un achat en Nov 2024,5 livraisons infructueuses ,une annulation de commande en jan 2025 et à fin fev 2025 toujours pas de remboursement des sommes dues (autour de 900€).Un service client des plus déplorable.Apres cette 2eme relance ,il faudra attendre une 3eme relance pour se faire rembourser apres une demarche au siege de BUT - Rdv en mars 2025 pour la suite !!;2025-02-27 15:41:48;trustpilot;2.01;Service et SAV, Expérience e-commerce
1964;Le magasin But Mérignac mérite une…;Le magasin But Mérignac mérite une bonne note car la direction est au Top le personnel agréable et compétant on trouve aussi des choses que l'on a pas ailleurs !;2025-02-28 15:41:48;trustpilot;8.52;Expérience en magasin
1965;Achat Air Fryer max;Tres bien. Vendeur disponible et de bon conseils. Tres bon acceuil des l' entrée dans le magasin.;2025-02-28 15:41:48;trustpilot;8.88;Expérience en magasin
1966;❌ Garantie BUT inutilisable malgré preuves et bonne foi;J’ai voulu faire valoir une garantie prolongée sur un canapé acheté chez BUT, mais me suis heurté à un mur administratif absurde.Le canapé, acheté par mon ex-compagne il y a deux ans, est aujourd’hui irrécupérable (revêtement en simili cuir complètement déchiré).Elle a payé en partie en espèces et en partie avec ma carte bancaire, car je ne pouvais pas être présent. La facture est à son nom, mais j’ai fourni :    la facture d’origine    ma preuve de paiement CB    des photos du canapé abîmé    l’historique de la situationMalgré tout cela, BUT refuse catégoriquement d’appliquer la garantie, car je ne peux pas fournir une attestation de cession ni une pièce d’identité de mon ex (aujourd’hui injoignable).Le service client m’a pourtant indiqué que la facture ou la preuve d’achat suffisait pour justifier la possession. Mais le SAV, lui, bloque tout.Je suis de bonne foi, j’ai toutes les preuves, et pourtant on me refuse une garantie prévue au contrat.J’ai donc saisi la DGCCRF pour dénoncer ce refus injustifié.Méfiez-vous des garanties prolongées chez BUT : elles deviennent inapplicables au moindre écart administratif, même avec preuve d’achat.---------------------------------------------Mise à jour : Suite à ma publication, j’ai reçu une réponse générique du service client BUT m’indiquant que mon dossier allait être examiné « avec attention ».Je tiens à préciser que cela fait plusieurs mois que j’attends une solution concrète, et que tous les justificatifs ont déjà été transmis à plusieurs reprises.À ce jour, rien n’a avancé, et la garantie reste bloquée pour des raisons purement administratives.Je reste bien entendu ouvert à un vrai échange… mais j’attends des actes, pas des formules automatiques.;2025-03-01 15:41:48;trustpilot;3.04;Service et SAV
1967;Super service;Côté salon, demandez Mika il est extra!😊;2025-03-01 15:41:48;trustpilot;8.58;Expérience en magasin
1968;"Super ;) La vendeuse fut très réactive…";"Super ;) La vendeuse fut très réactive et la récupération de mon meuble à l'arrière du magasin également.Meuble solide, bonne finition et très facile à monter, néanmoins mettez nous des tournevis avec le meuble par pitié :D.";2025-03-01 15:41:48;trustpilot;7.63;Expérience en magasin, Montage et installation, Qualité produit
1969;Super conseil ! Merci pour cet incroyable matelas !;Délais annoncés de livraison, à la commande, de 2 jours. En réalité, une semaine après. A part ce délai, je suis très satisfaite du conseil !!! Parfait ! Merci à la responsable du rayon ( en congés quand j'ai rappelé pour accepter le devis donc l'histoire de délai n'est pas de sa faute ).Dès la première nuit, un surprenant soulagement des douleurs dorsales et lombaires (très importantes et constantes pourtant) ! A voir, à la longue. Ce matin en tous cas, je crie au miracle !!!;2025-03-01 15:41:48;trustpilot;8.2;Expérience en magasin, Service et SAV, Expérience e-commerce, Qualité produit
1970;La vendeuse a été très patiente et compétente;La vendeuse a été très patiente et sympathique et a répondu à toutes nos questions. Elle nous a même suggéré des solutions aux problèmes exposés de manière proactive.;2025-03-02 15:41:48;trustpilot;8.75;Expérience en magasin
1971;SCANDALEUX;SCANDALEUX! 4 chaises achetées en 2022, 2 se sont déboitées sous mon poids (65kg!). Nous avons pris l'extension de garantie mais la prise en charge refusée après que But nous ai mis clairement des bâtons dans les roues pour déposer un dossier de prise en charge. Il y en a marre de ces magasins proche de l'escroquerie!COMMENTAIRE SUITE A LA REPONSE DE BUT:Vous (le magasin et le service client) nous avez fait tourné en bourrique 3 semaines, en donnant les mauvais documents, puis en nous empêchant de faire une réclamation sur votre site service client, puis au téléphone. C'est une honte! Nous avons pris une assurance pour prendre en charge ce type de problème!Maintenant, vous nous refusez la prise en charge, sans avoir la raison de ce refus, et sans avoir la possibilité de répondre. Je prendrai le temps de passer vous déposer joyeusement ces chaises de très mauvaises qualité!!!;2025-03-03 15:41:48;trustpilot;0.8;Qualité produit, Expérience en magasin, Service et SAV, Expérience e-commerce
1972;livraison;produit de très bonne qualité .mais livraison avec soit disant mise en service nulle et inexistante;2025-03-04 15:41:48;trustpilot;5.78;Expérience e-commerce, Qualité produit, Montage et installation, Service et SAV
1973;J'ai commandé un canapé sur internet…;J'ai commandé un canapé sur internet qui était en magasin chez but leers. A la livraison, les livreurs sont partis avant que j'ai pu ouvrir le carton. J'étais seule et quand j'ai déballé je me suis rendue compte que le contre-plaqué du coffre était cassé d'un côté. Malgré signalement de suite et plusieurs relances, côté but, c'est silence radio. C'est inadmissible. J'ai déjà commandé des meubles sur Amazon sans jamais avoir de problème.;2025-03-05 15:41:48;trustpilot;2.62;Service et SAV, Qualité produit, Expérience e-commerce
1974;AIMABILITE ET DISPONIBILITE / CA MANQUE…;AIMABILITE ET DISPONIBILITE / CA MANQUE ENCORE DE PRODUITS....INTERNET POUR COMBLER LE MANQUE;2025-03-06 15:41:48;trustpilot;4.58;Expérience en magasin
1975;J'ai commandé une chaise de bureau;J'ai commandé une chaise de bureau. Impeccable.;2025-03-07 15:41:48;trustpilot;9.51;Qualité produit, Expérience e-commerce
1976;Surtout surtout n'achetez pas chez BUT…;Surtout surtout n'achetez pas chez BUT , SAV incapable , Frigidaire acheté en août 2024 , nous sommes en mars 2024 , joint de la porte qui se déchire...aucune prise en charge de BUT ...inacceptable....Fuyez Fuyez !!!!!;2025-03-07 15:41:48;trustpilot;0.7;Service et SAV, Qualité produit
1977;les pieds de vos lits, cassent !!;Vous vendez des lits dont les pieds sont instables et finissent par se contordre et se casser.Honteux pour le prix !!Achat il y a moins de 2 ans et déjà cassé !? Achetez français, une fois, plus jamais !! Honte a vous !Je n’achèterai plus jamais de lit fabriqué en France.Vu la qualité autant payer 2 fois moins pour la même durée de vie voir plus.Vraiment honteux et remonté.;2025-03-07 15:41:48;trustpilot;1.26;Qualité produit
1978;Commande d un lit haut de gamme…;Commande d un lit haut de gamme (sommier + matelas) après plus d un mois aucune nouvelle, un sav incompétent. Plus jamais je n irai dans ce magasin .;2025-03-07 15:41:48;trustpilot;0.81;Service et SAV
1979;J ai utilisé le four;J ai utilisé le four,  il est très bien quand int fait de la cuisine  Il et pratique;2025-03-08 15:41:48;trustpilot;8.28;Qualité produit
1980;Une honte;Une honte , dommage qu’on soit contraint de mettre une étoile. Deux livreurs extrêmement désagréables, insultants limite menaçants  face à deux femmes pensez vous qu’elle aubaine. Après nous avoir copieusement insultées parceque nous avions l’outrecuidance de leur demander au moins d’essayer de monter le convertible commandé . Ils sont partis avec la commande, après nous avoir fait croire qu’ils allaient chercher un document de décharge . Quel courage c’est une honte.Évidemment un service client impuissant et un déménagement qui se solde par des premières nuits à dormir par terre faute du couchage prévu . C’est scandaleux;2025-03-08 15:41:48;trustpilot;0.5;Montage et installation, Service et SAV
1981;Site marchand positif.;Délai d'attente respecté , marchandise conforme à la description. Rien à signaler de négatif. Très satisfaite de mon achat.;2025-03-08 15:41:48;trustpilot;9.31;Qualité produit
1982;Sav lamentable;Sav lamentable. Toujours pas reçu mon remboursement malgré mes multiples relance depuis 3 mois.;2025-03-08 15:41:49;trustpilot;1.88;Expérience e-commerce, Service et SAV
1983;J'ai acheté un matelas sur ce site via…;J'ai acheté un matelas sur ce site via Marketplace avec comme vendeur Dewinner. Livraison rapide et vendeur serieux qui répond rapidement. Je recommande ce vendeur.;2025-03-08 15:41:49;trustpilot;8.79;Expérience e-commerce
1984;livreurs de BUT-Salon…;"Ce Lun 10 après- midi à Istres Thierry et Nicolas de Livraison -BUT SALON ont fait le job. Compétences, ponctualité et surtout Honnêteté.Ils ont fait honneur à leur métier ""pénible"".";2025-03-10 15:41:49;trustpilot;8.96;Montage et installation
1985;Magasin bien tenu avec un très bon choix;Magasin bien tenu avec un très bon choix;2025-03-11 15:41:49;trustpilot;8.55;Expérience en magasin
1986;J'ai commandé une machine à laver chez…;J'ai commandé une machine à laver chez BUT de Fresne et je devais etre livré le 12/03/25 mais je n'ai toujours rien reçu.  On est le 24/03.;2025-03-12 15:41:49;trustpilot;2.98;Service et SAV, Expérience e-commerce
1987;Accueil très pro;Accueil très pro ! Les vendeurs arrêtent immédiatement leurs activités pour être disponible à mes souhaits.;2025-03-12 15:41:49;trustpilot;8.57;Expérience en magasin
1988;But ?!? Allez ailleurs…;Livraison prévue le 12 mars 2025 entre 8 h et 18 h… et bien ?!? Aucune livraison, aucune information et après appel de la centrale… ils me recontacteront ! Quand ? Je ne sais pas !!!;2025-03-12 15:41:49;trustpilot;1.96;Expérience e-commerce, Service et SAV
1989;SATISFAIT a 100 pour cent;SATISFAIT a 100 pour cent. Excellent livreur installateur Li Mon;2025-03-13 15:41:49;trustpilot;9.65;Montage et installation
1990;Très bien renseigné par la vendeuse;Très bien renseigné par la vendeuse Machine à laver au topTrès facile d'utilisation;2025-03-14 15:41:49;trustpilot;8.93;Qualité produit, Expérience en magasin
1991;Professionnalisme gentillesse réactivité;Professionnalisme gentillesse réactivité;2025-03-14 15:41:49;trustpilot;8.97;Expérience en magasin
1992;SERVICE DESASTREUX;Nous avons commandé un refrigerateur en payant une prestation pour livraison/mise en service/reprise de l'ancien. Les livreurs se sont contentés de le déposer sur le trottoir. Mon fils a du porter l'appareil seul sous les remarques moqueuses des 2 livreurs. Une honte. Et le service client ne reagit pas à part un appel informel qui n'a eu servi à rien.;2025-03-14 15:41:49;trustpilot;1.76;Montage et installation, Expérience e-commerce, Service et SAV
1993;Très déçue de but encore une fois j ai…;Très déçue de but encore une fois j ai mon joint de machine qui c est déchirer on me dit c est pas prit en garantie alors que je l ai acheter en janvier 2024 c est honteux c est sur maintenant c est fini avec but electro dépôt eux au moins se bouge😡😡;2025-03-14 15:41:49;trustpilot;1.16;Qualité produit, Service et SAV
1994;Bien conseillés par un vendeur à l'écoute;Nous avons été bien orientés par un vendeur attentif à notre besoin. La TV correspond à notre attente.;2025-03-14 15:41:49;trustpilot;7.93;Qualité produit, Expérience en magasin
1995;125€ de frais de livraison pour la même…;125€ de frais de livraison pour la même ville et on vous depose le canapé sans le deballer ni même le monter. Il fallait rajouter des frais de montage dont on ne nous avait pas parlé...Honteux.;2025-03-14 15:41:49;trustpilot;2.92;Service et SAV, Montage et installation, Expérience e-commerce
1996;De l'achat à la livraison bonne…;De l'achat à la livraison bonne coordination. Réception et mise en place du matériel en toute sécurité. Livraison et montage parfaits avec supplément pour ce service.;2025-03-15 15:41:49;trustpilot;8.82;Expérience e-commerce, Montage et installation
1997;A FUIRE 8000€  D'ACOMPTE DE VERSE ET PAS DE CUISINE;Magasin à fuir, personnel incompétents, passez votre cheminSAVENT PRENDRE VOTRE ARGENT ET NE TRAITE PAS LES COMMANDES (8 000€ d'acompte de versé);2025-03-15 15:41:49;trustpilot;2.9;Expérience en magasin, Service et SAV
1998;Vendeuse très accueillante et très claire dans ses explications techniques;Très bonne vendeuse (dame blonde avec chignon) qui nous a expliqué le fonctionnement de plusieurs canapé puis nous a laissés les essayer tranquillement tout en restant à notre service si besoin. Nous avons été formidablement accueillis !;2025-03-15 15:41:49;trustpilot;8.93;Expérience en magasin
1999;Bon produit;Bon produit;2025-03-15 15:41:49;trustpilot;7.92;Qualité produit
2000;Magasin agréable;Un magasin bien rangé et agréable à parcourir. Les produits sont variés et de qualité.  Le personnel est très aimable et serviable.;2025-03-15 15:41:49;trustpilot;9.18;Qualité produit, Expérience en magasin
2001;Merci But Montpellier;"Suite à un souci avec un transporteur lié à une commande internet, vu avec le magasin de Montpellier, une  responsable puis un vendeur (Daniel) au top !  Ils ont été patients et réactifs afin de résoudre le problème.  Commande refaite puis nouvelle livraison avec leur transporteur, les livreurs impeccable, sérieux, polis.  Le monsieur  pour le retrait d'autres achats derrière très sympa également.  Merci pour votre efficacité �☺️Transporteur ""c'est chez vous"" (ceux d'avant), à éviter d'urgence...";2025-03-15 15:41:49;trustpilot;8.03;Expérience en magasin, Service et SAV, Expérience e-commerce
2002;Service client pitoyable;Je n ai jamais vu un service client aussi pitoyable, impossible de changer d adresse de envoie alors que celle ci a ete mise automatiquement par but, le vendeur qui a la demande mais envoie quand même le colis à la mauvaise adresse.Frais supplémentaires demander. Une arnaque!;2025-03-17 15:41:49;trustpilot;0.76;Service et SAV, Expérience e-commerce
2003;❌ Très déçu(e) du service BUT ❌;❌ Très déçu(e) du service BUT ❌J’ai acheté un lit coffre électrique chez BUT Charleville-Mézières en janvier 2024 pour 1 329,99 €.	•	Livraison avec plusieurs mois de retard, sans aucun geste commercial.	•	Produit défectueux dès la réception (système électrique HS).	•	SAV inexistant : malgré des mois de relances, aucune solution rapide.	•	Remboursement refusé en intégralité, alors que mon compte a été débité depuis plus d’un an.	•	Service client désagréable et irresponsable.🚨 Une expérience catastrophique, à fuir ! 🚨;2025-03-17 15:41:49;trustpilot;0.45;Expérience en magasin, Service et SAV, Qualité produit, Expérience e-commerce
2004;Bon produit;Bon produit, économique en eau et élèctricité, prix abordable , bien conseillé par THIERRY;2025-03-18 15:41:50;trustpilot;8.39;Qualité produit, Expérience en magasin
2005;Magasin BUT de Cadaujac;Magasin BUT de Cadaujac, passez votre chemin. Nous avons acheté un canapé dont la jonction entre le dossier et l’assise c’est très rapidement délité. Notre demande de prise en garantie a été prise en compte par le siège. Les conditions générales de vente mentionnent un délai d’un mois. Après 3 mois d’attente des pièces défectueuses, dossier et assise, nous avons reçu une nouvelle pièce à nouveau cassée. Nous avons rencontré le Directeur du Magasin But de Cadaujac, M de Amorin. Il nous a reçu avec mépris en nous accusant de « vouloir gratter de l’argent » alors que nous demandions une reprise avec avoir, pour acheter un produit plus cher et de meilleure qualité. Il nous a dit qu’il devait nous fournir les pièces pendant 2 ans, durée de la garantie légale et après c’était plus son problème. Pour ce Monsieur, un canapé dure 2 ans. Aucune qualité commerciale, alors que nous sommes client depuis des années. C’est très médiocre comme attitude et pas digne de cette grande enseigne française et ne respecte pas les clauses des conditions générales de vente de groupe BUT.;2025-03-18 15:41:50;trustpilot;1.02;Qualité produit, Expérience en magasin, Service et SAV
2006;"magasin clair et bien agencé;vendeurs à…";"magasin clair et bien agencé;vendeurs à l'écoute des besoins.";2025-03-19 15:41:50;trustpilot;8.49;Expérience en magasin
2007;magasin bien agencé;magasin bien agencé. le personnel est très aimable;2025-03-19 15:41:50;trustpilot;8.78;Expérience en magasin
2008;Je contacte un conseiller technique de…;Je contacte un conseiller technique de chez BUT car mon frigo ne refroidit pas bien donc les aliments sont chauds à l’intérieur je demande donc conseil et l’employé de chez but m’annonce « votre frigo est en panne » très bonne blague je déconseille BUT le SAV et le service technique est déplorable;2025-03-19 15:41:50;trustpilot;2.19;Service et SAV, Qualité produit
2009;Magasin recommandé. =);Magasin recommandé. =)Nos 4 bons d'achat ont été validés sur place sans souci pour l'achat d'un canapé. Les 3 énormes colis ne rentrant pas de peu, on a dû louer une camionnette disponible dans la minute.Et ce canapé REYNOLDS est vraiment au top !Bravo. =);2025-03-19 15:41:50;trustpilot;7.88;Financement et promotions, Expérience en magasin, Qualité produit
2010;Sav INTOLÉRABLE!!!!;Sav INTOLÉRABLE!!!!! machine à laver acheter en août qui fuit, dépannaneur intervenu une première fois après plusieurs relance et qui à empirer les choses, obliger d'attendre de clôturer le dossier pour en re ouvrir un nouveau pour le même problème...Station de dépannage injoignable et meme mensongère (il ne mon jamais appelé pour fixer un rdv) obliger de téléphoner au sav pour relance sans arrêt C'est HONTEUX!!!!!!!!;2025-03-20 15:41:50;trustpilot;0.86;Service et SAV, Qualité produit
2011;But Saumur DB 2092503120175;But Saumur DB 2092503120175Au 20 mars , 3 semaines d’efforts , d’heures au téléphone , de 6 allers retours à Distré pour un résultat nul ! 4 jours d’appels incessants pour enfin avoir le SAV  et ouvrir un dossier . Il y a 8 jours , je rappelle n ´ayant aucune nouvelle ! On me demande d’appeler moi même Samsung et de gérer ça directement avec eux !😡Le SAV de But n’existe plus ! But se moque de ses clients . Je ne ferai plus aucun achat chez But !;2025-03-20 15:41:50;trustpilot;0.76;Expérience e-commerce, Service et SAV
2012;"four encastrable ""signature "" SFMP 70 …";"four encastrable ""signature "" SFMP 70  acheté chez But il y a un an   l'émail est toute écaillé à l intérieur et je n'ai fait qu'une pyrolyse ! , tout est rouillé c'est une catastrophe , garantie de 2 ans évidemment , ce problème  ne fait pas partie des pièces qui posent problème........Service SAV désagréable , vraiment nul,personne ne comprenant pas le français .je déconseille fortement , fuyez.S'il existait un 0 je mettrais un 0";2025-03-20 15:41:50;trustpilot;0.71;Expérience en magasin, Qualité produit, Service et SAV
2013;Garantie But arnaque €…;"J’ai acheté un fauteuil Sunny cuir 600€ quand même garanti 2ans +3ans supplémentaire assurance à 119€Avant la fin de garantie de 2 ans le haut du dossier commence à pelé Je contacte but qui n’explique que le problème n’est pas assez conséquent Pour être pris en charge il me conseille d’attendre un peu et de faire marcher l’assurance complémentaire Au final l’assurance complémentaire ne prend pas en compte le problème (il est écrit en tout petit dans les closes que l’usure a l’endroit de la tête n’est pas valable)But fini pour moi dégouté Suite à cette publication but m’a contacté j’attends des nouvelles 🤞Voici le retour de chez ButLa station ART a clôturé le dossier en Dénonciation de Garantie pour le motif suivant : ""Demande hors garantie (agression cuir) - Sébum non pris en chargeDonc si vous acheter un canapé en cuir chez But ne posez surtout pas la tête sur le dossier même avec une protection";2025-03-20 15:41:50;trustpilot;1.87;Service et SAV, Qualité produit
2014;Armoire porte coulissante;Service compétent et efficace;2025-03-21 15:41:50;trustpilot;8.12;Service et SAV, Expérience en magasin
2015;HONTEUX BUT j’ai acheté un FOUR…;HONTEUX BUT j’ai acheté un FOUR ELECTROLUX ENCASTRABLE le 19 octobre 2022 il a fonctionné que trois semaines j’ai donc téléphoné pour signaler la 1ère réparation ok tout s’est bien passé avec une reconduite de 6 mois de garantie, en plus la garantie qui allait jusqu'au 1er mai 2025. Le 19 Février 2025 le four tombe encore en panne le même problème un rendez-vous le vendredi 14 mars entre 13h00 et 15h00 pris une journée pour le réparateur de mon four jamais venu attendu jusqu'à 21h00 personne.Le lundi 17 Mars j'ai téléphoné pour me dire nous avons clôturer votre dossier la réparation a été fait, je leur dis non le réparateur n'est jamais venu mais c'est vraiment une blague clôturer.  QUELLE HONTE PLUS JAMAIS AVEC BUT.;2025-03-21 15:41:50;trustpilot;1.46;Qualité produit, Service et SAV
2016;Inadmissible !!!!!;Je suis très déçu ! Vraiment.. je suis venu le weekend dernier dans le magasin but Perpignan Sud pour un lit. J'en vois un exposé en promotion. La vendeuse me dit qu'il y en a encore de disponible et que je peux commander sur internet et qu'il y a d'ailleurs une offre avec un bon d'achat après achat jusqu'au mardi. Dès le lendemain (lundi) je vais pour commander le lit avec un sommier et au moment d'aller sur la page du paiement (erreur), j'essaye de mon portable, de l'ordinateur. Je demande à mon entourage d'essayer. Pareil.. je réessaye le lendemain pareil.. le bon d'achat se finissant ce jour là, j'appelle on me dit que c'est étrange.. je râle.. j'essaye quand même mercredi, jeudi et vendredi sans succès. Je rappelle donc et le service client essaye de trouver une raison mais il y en a pas ! On me passe le magasin en question. La caissière me dit on ne peux rien faire. Je dis que je vais venir le lendemain donc (hier) pou acheter ce lit directement avec eux et le sommier mais que j'aimerai un geste commercial. On me dit vous verrez avec le vendeur. Hier je vais voir la même vendeuse que le weekend dernier. J'explique. Elle me dit je peux rien faire. Finalement elle peut faire une baisse de 10 euros sur le sommier mais elle me dit qu'elle a vendu le dernier vendredi.. je râle en disant qu'on aurait pu me le dire au téléphone je serai venu car je n'ai plus de lit et dort par terre. Elle me dit on va commander. Elle me dit mais vous serez livré apparement dans 2 mois.. je râle et dis mais c'était écrit sous 6 jours. Elle me dit impossible chez nous c'est sous 2 semaines minimum.. je suis donc tellement déçu que je prend 2h dans le magasin a tourner en rond.. elle me dit qu'elle ne peut pas prêter de pied pour le sommier rien. Finalement aucun autre lit me plaît.. je reviens vers elle et lui dit ok je vais commander tanpis.. et là elle a essayé et me dit c'est bizarre c'était écrit qu'il y en avait 4 de disponible mais non. Dans tout les but de la region il y a écrit 0 du coup en commandant ça lui met erreur et elle ne peut pas. Elle me met en plus la pression en disant je peux que vous donner le sommier avec les 10 euros en moins mais c'est maintenant ou jamais, je lui demande donc si c'est possibl d'avoir le lit en exposition elle me dit non catégoriquement. Je suis donc parti sans rien dégoûté... J'ai rappelé le service client et on me dit qu'il y a bien des lits disponible (celui que je veux) livré sous 6 jours. Je me dis que je vais quand meme aller a but de Perpignan nord sans trop d'espoir.La bas j'explique brièvement. Le lit n'est même pas en exposition la bas. Le vendeur regarde a son tour et lui me dit qu'il en reste bien 4. Je lui demande donc de commander il ne peut pas (erreur) je lui dis mais bizarrement sur le site si je met leur magasin a eux (je teste devant lui) je peux commander. Il me dit bah commander alors. Je lui dis mais ça fait peur pourquoi vous pouvez pas commander vous? En plus c'est marqué livré sous 6 jours. Il me dit oui c'est normal. Prenez le vous serez livrer sous 6 jours. J'ai dis mais si c'est une erreur. Ou un bug? Je vais pas rester par terre éternellement.. du coup je ne sais pas quoi faire ? J'ai perdu beaucoup de temps.. je suis tellement dégoûté surtout que j'achète souvent chez vous.. matelas.. coussins ect Voilà du coup pas de lit.. pas de promos.. une semaine a galérer et deux weekend gaspiller a aller dans des magasins pour rien. J'en ai parlé autour de moi et croyez moi que vu ma colère beaucoup de viendront plus en écoutant ma déception.Je fais comment maintenant ?;2025-03-22 15:41:50;trustpilot;2.17;Expérience en magasin, Service et SAV, Qualité produit, Expérience e-commerce, Financement et promotions
2017;Tout a été bien livré;Tout a été bien livré , réceptionné ...Merci beaucoup à Monsieur Néveine... Il nous aurait vendu le magasin avec les murs...Excellent vendeur sympathique... humour... avec respect... bravo...👍👍👍;2025-03-22 15:41:50;trustpilot;9.39;Expérience en magasin
2018;Publicité douteuse!;Publicité douteuse!! Promo sur chaises. La quatrième est qualifiée d'offerte sauf qu'elle ne l'ai pas. J'ai fais part de mon mécontentement et je nai rizn pris. J'ai la photo de cette publicité.;2025-03-22 15:41:50;trustpilot;2.63;Financement et promotions
2019;Salles à manger anvers c'est de la…;Salles à manger anvers c'est de la daube!!!!!!!Très beau en exposition et ça s'arrête là. Il ne faut surtout pas y mettre vaisselle et autres. Uniquement pour exposition dans magasin. Le magasin peine à le reconnaître avant de changer les meubles.Magasin à fuir;2025-03-22 15:41:50;trustpilot;4.93;Qualité produit, Expérience en magasin
2020;Envoi rapide et conforme à la commande.;;2025-03-23 15:41:50;trustpilot;;
